,Paths,Folders,Label
1075,../Data/Train/GN1-1-DL\slice00860 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1076,../Data/Train/GN1-1-DL\slice00760 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1077,../Data/Train/GN1-1-DL\slice00670 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1078,../Data/Train/GN1-1-DL\slice00980 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1079,../Data/Train/GN1-1-DL\slice00690 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1080,../Data/Train/GN1-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1081,../Data/Train/GN1-1-DL\slice00550 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1082,../Data/Train/GN1-1-DL\slice00950 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1083,../Data/Train/GN1-1-DL\slice00990 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1084,../Data/Train/GN1-1-DL\slice00750 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1085,../Data/Train/GN1-1-DL\slice00620 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1086,../Data/Train/GN1-1-DL\slice01210 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1087,../Data/Train/GN1-1-DL\slice00980 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1088,../Data/Train/GN1-1-DL\slice00880 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1089,../Data/Train/GN1-1-DL\slice00610 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1090,../Data/Train/GN1-1-DL\slice01090 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1091,../Data/Train/GN1-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1092,../Data/Train/GN1-1-DL\slice00660 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1093,../Data/Train/GN1-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1094,../Data/Train/GN1-1-DL\slice01210 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1095,../Data/Train/GN1-1-DL\slice00530 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1096,../Data/Train/GN1-1-DL\slice00950 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1097,../Data/Train/GN1-1-DL\slice00970 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1098,../Data/Train/GN1-1-DL\slice00580 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1099,../Data/Train/GN1-1-DL\slice00940 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1100,../Data/Train/GN1-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1101,../Data/Train/GN1-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1102,../Data/Train/GN1-1-DL\slice00250 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1103,../Data/Train/GN1-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1104,../Data/Train/GN1-1-DL\slice00840 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1105,../Data/Train/GN1-1-DL\slice00700 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1106,../Data/Train/GN1-1-DL\slice00690 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1107,../Data/Train/GN1-1-DL\slice00280 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1108,../Data/Train/GN1-1-DL\slice01230 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1109,../Data/Train/GN1-1-DL\slice01260 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1110,../Data/Train/GN1-1-DL\slice00210 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1111,../Data/Train/GN1-1-DL\slice00740 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1112,../Data/Train/GN1-1-DL\slice00900 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1113,../Data/Train/GN1-1-DL\slice00520 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1114,../Data/Train/GN1-1-DL\slice00980 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1115,../Data/Train/GN1-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1116,../Data/Train/GN1-1-DL\slice01170 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1117,../Data/Train/GN1-1-DL\slice00620 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1118,../Data/Train/GN1-1-DL\slice00210 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1119,../Data/Train/GN1-1-DL\slice00700 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1120,../Data/Train/GN1-1-DL\slice00330 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1121,../Data/Train/GN1-1-DL\slice00580 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1122,../Data/Train/GN1-1-DL\slice00270 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1123,../Data/Train/GN1-1-DL\slice00200 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1124,../Data/Train/GN1-1-DL\slice00560 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1125,../Data/Train/GN1-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1126,../Data/Train/GN1-1-DL\slice00550 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1127,../Data/Train/GN1-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1128,../Data/Train/GN1-1-DL\slice00920 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1129,../Data/Train/GN1-1-DL\slice01180 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1130,../Data/Train/GN1-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1131,../Data/Train/GN1-1-DL\slice01200 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1132,../Data/Train/GN1-1-DL\slice01010 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1133,../Data/Train/GN1-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1134,../Data/Train/GN1-1-DL\slice01120 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1135,../Data/Train/GN1-1-DL\slice00790 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1136,../Data/Train/GN1-1-DL\slice00970 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1137,../Data/Train/GN1-1-DL\slice00480 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1138,../Data/Train/GN1-1-DL\slice00840 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1139,../Data/Train/GN1-1-DL\slice01010 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1140,../Data/Train/GN1-1-DL\slice00700 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1141,../Data/Train/GN1-1-DL\slice01150 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1142,../Data/Train/GN1-1-DL\slice00520 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1143,../Data/Train/GN1-1-DL\slice00660 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1144,../Data/Train/GN1-1-DL\slice00280 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1145,../Data/Train/GN1-1-DL\slice00500 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1146,../Data/Train/GN1-1-DL\slice01070 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1147,../Data/Train/GN1-1-DL\slice01020 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1148,../Data/Train/GN1-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1149,../Data/Train/GN1-1-DL\slice00820 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1150,../Data/Train/GN1-1-DL\slice00260 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1151,../Data/Train/GN1-1-DL\slice00690 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1152,../Data/Train/GN1-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1153,../Data/Train/GN1-1-DL\slice00910 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1154,../Data/Train/GN1-1-DL\slice00920 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1155,../Data/Train/GN1-1-DL\slice00260 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1156,../Data/Train/GN1-1-DL\slice00250 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1157,../Data/Train/GN1-1-DL\slice00300 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1158,../Data/Train/GN1-1-DL\slice00790 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1159,../Data/Train/GN1-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1160,../Data/Train/GN1-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1161,../Data/Train/GN1-1-DL\slice00250 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1162,../Data/Train/GN1-1-DL\slice00930 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1163,../Data/Train/GN1-1-DL\slice00890 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,GN1-1-DL/,1
1164,../Data/Train/GN1-1-DL\slice00590 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1165,../Data/Train/GN1-1-DL\slice00290 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1166,../Data/Train/GN1-1-DL\slice00680 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1167,../Data/Train/GN1-1-DL\slice00780 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1168,../Data/Train/GN1-1-DL\slice01110 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1169,../Data/Train/GN1-1-DL\slice00610 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1170,../Data/Train/GN1-1-DL\slice01170 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1171,../Data/Train/GN1-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1172,../Data/Train/GN1-1-DL\slice00670 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1173,../Data/Train/GN1-1-DL\slice00940 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1174,../Data/Train/GN1-1-DL\slice00220 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1175,../Data/Train/GN1-1-DL\slice00640 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1176,../Data/Train/GN1-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1177,../Data/Train/GN1-1-DL\slice01030 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1178,../Data/Train/GN1-1-DL\slice00960 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1179,../Data/Train/GN1-1-DL\slice01130 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1180,../Data/Train/GN1-1-DL\slice00970 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1181,../Data/Train/GN1-1-DL\slice01220 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1182,../Data/Train/GN1-1-DL\slice00690 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1183,../Data/Train/GN1-1-DL\slice00840 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1184,../Data/Train/GN1-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1185,../Data/Train/GN1-1-DL\slice00610 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1186,../Data/Train/GN1-1-DL\slice00640 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1187,../Data/Train/GN1-1-DL\slice00910 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1188,../Data/Train/GN1-1-DL\slice00700 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1189,../Data/Train/GN1-1-DL\slice01050 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1190,../Data/Train/GN1-1-DL\slice00690 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1191,../Data/Train/GN1-1-DL\slice00310 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1192,../Data/Train/GN1-1-DL\slice00550 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1193,../Data/Train/GN1-1-DL\slice00790 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1194,../Data/Train/GN1-1-DL\slice01140 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1195,../Data/Train/GN1-1-DL\slice01240 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1196,../Data/Train/GN1-1-DL\slice00910 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1197,../Data/Train/GN1-1-DL\slice00540 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1198,../Data/Train/GN1-1-DL\slice00730 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1199,../Data/Train/GN1-1-DL\slice01080 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1200,../Data/Train/GN1-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1201,../Data/Train/GN1-1-DL\slice01130 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1202,../Data/Train/GN1-1-DL\slice00970 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1203,../Data/Train/GN1-1-DL\slice00880 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1204,../Data/Train/GN1-1-DL\slice00260 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1205,../Data/Train/GN1-1-DL\slice00670 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1206,../Data/Train/GN1-1-DL\slice01100 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1207,../Data/Train/GN1-1-DL\slice00810 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1208,../Data/Train/GN1-1-DL\slice00430 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1209,../Data/Train/GN1-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1210,../Data/Train/GN1-1-DL\slice00260 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1211,../Data/Train/GN1-1-DL\slice00270 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1212,../Data/Train/GN1-1-DL\slice01120 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1213,../Data/Train/GN1-1-DL\slice00820 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1214,../Data/Train/GN1-1-DL\slice01130 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1215,../Data/Train/GN1-1-DL\slice00930 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1216,../Data/Train/GN1-1-DL\slice00890 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1217,../Data/Train/GN1-1-DL\slice01110 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1218,../Data/Train/GN1-1-DL\slice01270 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1219,../Data/Train/GN1-1-DL\slice00610 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1220,../Data/Train/GN1-1-DL\slice00870 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1221,../Data/Train/GN1-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1222,../Data/Train/GN1-1-DL\slice00950 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1223,../Data/Train/GN1-1-DL\slice00300 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1224,../Data/Train/GN1-1-DL\slice00240 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1225,../Data/Train/GN1-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1226,../Data/Train/GN1-1-DL\slice00830 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1227,../Data/Train/GN1-1-DL\slice00710 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1228,../Data/Train/GN1-1-DL\slice00380 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1229,../Data/Train/GN1-1-DL\slice00860 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1230,../Data/Train/GN1-1-DL\slice00830 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1231,../Data/Train/GN1-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1232,../Data/Train/GN1-1-DL\slice00230 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1233,../Data/Train/GN1-1-DL\slice00570 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1234,../Data/Train/GN1-1-DL\slice00550 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1235,../Data/Train/GN1-1-DL\slice00580 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1236,../Data/Train/GN1-1-DL\slice00490 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1237,../Data/Train/GN1-1-DL\slice01250 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1238,../Data/Train/GN1-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1239,../Data/Train/GN1-1-DL\slice01160 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1240,../Data/Train/GN1-1-DL\slice00810 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1241,../Data/Train/GN1-1-DL\slice00890 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,GN1-1-DL/,1
1242,../Data/Train/GN1-1-DL\slice00720 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1243,../Data/Train/GN1-1-DL\slice00790 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1244,../Data/Train/GN1-1-DL\slice00890 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,GN1-1-DL/,1
1245,../Data/Train/GN1-1-DL\slice01220 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1246,../Data/Train/GN1-1-DL\slice00920 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1247,../Data/Train/GN1-1-DL\slice00870 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1248,../Data/Train/GN1-1-DL\slice00850 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1249,../Data/Train/GN1-1-DL\slice00590 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1250,../Data/Train/GN1-1-DL\slice00620 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1251,../Data/Train/GN1-1-DL\slice00310 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1252,../Data/Train/GN1-1-DL\slice00310 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1253,../Data/Train/GN1-1-DL\slice00960 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1254,../Data/Train/GN1-1-DL\slice00840 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1255,../Data/Train/GN1-1-DL\slice00840 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1256,../Data/Train/GN1-1-DL\slice01000 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1257,../Data/Train/GN1-1-DL\slice01150 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1258,../Data/Train/GN1-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1259,../Data/Train/GN1-1-DL\slice01200 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1260,../Data/Train/GN1-1-DL\slice00320 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1261,../Data/Train/GN1-1-DL\slice01050 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1262,../Data/Train/GN1-1-DL\slice00420 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1263,../Data/Train/GN1-1-DL\slice00540 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1264,../Data/Train/GN1-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1265,../Data/Train/GN1-1-DL\slice01220 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1266,../Data/Train/GN1-1-DL\slice00500 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1267,../Data/Train/GN1-1-DL\slice00890 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,GN1-1-DL/,1
1268,../Data/Train/GN1-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1269,../Data/Train/GN1-1-DL\slice01130 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1270,../Data/Train/GN1-1-DL\slice00810 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1271,../Data/Train/GN1-1-DL\slice00720 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1272,../Data/Train/GN1-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1273,../Data/Train/GN1-1-DL\slice00790 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1274,../Data/Train/GN1-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1275,../Data/Train/GN1-1-DL\slice00600 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1276,../Data/Train/GN1-1-DL\slice00950 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1277,../Data/Train/GN1-1-DL\slice01070 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
1278,../Data/Train/GN1-1-DL\slice00560 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1279,../Data/Train/GN1-1-DL\slice01190 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1280,../Data/Train/GN1-1-DL\slice00840 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1281,../Data/Train/GN1-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1282,../Data/Train/GN1-1-DL\slice00990 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1283,../Data/Train/GN1-1-DL\slice00870 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,GN1-1-DL/,1
1284,../Data/Train/GN1-1-DL\slice00790 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,GN1-1-DL/,1
1285,../Data/Train/GN1-1-DL\slice00680 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,GN1-1-DL/,1
1286,../Data/Train/GN1-1-DL\slice00200 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,GN1-1-DL/,1
1287,../Data/Train/GN1-1-DL\slice01040 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,GN1-1-DL/,1
1288,../Data/Train/GN1-1-DL\slice00950 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,GN1-1-DL/,1
1289,../Data/Train/GN1-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,GN1-1-DL/,1
