,Paths,Label
946,../Data/Train/BL3-4-DL\slice00540 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
947,../Data/Train/BL3-4-DL\slice00540 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
948,../Data/Train/BL3-4-DL\slice00540 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
949,../Data/Train/BL3-4-DL\slice00540 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
950,../Data/Train/BL3-4-DL\slice00550 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
951,../Data/Train/BL3-4-DL\slice00550 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
952,../Data/Train/BL3-4-DL\slice00550 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
953,../Data/Train/BL3-4-DL\slice00550 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
954,../Data/Train/BL3-4-DL\slice00560 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
955,../Data/Train/BL3-4-DL\slice00560 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
956,../Data/Train/BL3-4-DL\slice00560 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
957,../Data/Train/BL3-4-DL\slice00560 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
958,../Data/Train/BL3-4-DL\slice00570 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
959,../Data/Train/BL3-4-DL\slice00570 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
960,../Data/Train/BL3-4-DL\slice00570 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
961,../Data/Train/BL3-4-DL\slice00570 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
962,../Data/Train/BL3-4-DL\slice00580 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
963,../Data/Train/BL3-4-DL\slice00580 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
964,../Data/Train/BL3-4-DL\slice00580 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
965,../Data/Train/BL3-4-DL\slice00580 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
966,../Data/Train/BL3-4-DL\slice00590 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
967,../Data/Train/BL3-4-DL\slice00590 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
968,../Data/Train/BL3-4-DL\slice00590 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
969,../Data/Train/BL3-4-DL\slice00590 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
970,../Data/Train/BL3-4-DL\slice00600 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
971,../Data/Train/BL3-4-DL\slice00600 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
972,../Data/Train/BL3-4-DL\slice00600 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
973,../Data/Train/BL3-4-DL\slice00600 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
974,../Data/Train/BL3-4-DL\slice00610 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
975,../Data/Train/BL3-4-DL\slice00610 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
976,../Data/Train/BL3-4-DL\slice00610 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
977,../Data/Train/BL3-4-DL\slice00610 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
978,../Data/Train/BL3-4-DL\slice00620 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
979,../Data/Train/BL3-4-DL\slice00620 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
980,../Data/Train/BL3-4-DL\slice00620 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
981,../Data/Train/BL3-4-DL\slice00620 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
982,../Data/Train/BL3-4-DL\slice00620 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
983,../Data/Train/BL3-4-DL\slice00630 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
984,../Data/Train/BL3-4-DL\slice00630 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
985,../Data/Train/BL3-4-DL\slice00630 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
986,../Data/Train/BL3-4-DL\slice00630 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
987,../Data/Train/BL3-4-DL\slice00630 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
988,../Data/Train/BL3-4-DL\slice00630 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
989,../Data/Train/BL3-4-DL\slice00640 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
990,../Data/Train/BL3-4-DL\slice00640 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
991,../Data/Train/BL3-4-DL\slice00640 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
992,../Data/Train/BL3-4-DL\slice00640 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
993,../Data/Train/BL3-4-DL\slice00640 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
994,../Data/Train/BL3-4-DL\slice00640 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
995,../Data/Train/BL3-4-DL\slice00650 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
996,../Data/Train/BL3-4-DL\slice00650 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
997,../Data/Train/BL3-4-DL\slice00650 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
998,../Data/Train/BL3-4-DL\slice00650 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
999,../Data/Train/BL3-4-DL\slice00650 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1000,../Data/Train/BL3-4-DL\slice00650 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1001,../Data/Train/BL3-4-DL\slice00660 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1002,../Data/Train/BL3-4-DL\slice00660 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1003,../Data/Train/BL3-4-DL\slice00660 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1004,../Data/Train/BL3-4-DL\slice00660 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1005,../Data/Train/BL3-4-DL\slice00660 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1006,../Data/Train/BL3-4-DL\slice00660 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1007,../Data/Train/BL3-4-DL\slice00670 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1008,../Data/Train/BL3-4-DL\slice00670 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1009,../Data/Train/BL3-4-DL\slice00670 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1010,../Data/Train/BL3-4-DL\slice00670 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1011,../Data/Train/BL3-4-DL\slice00670 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1012,../Data/Train/BL3-4-DL\slice00670 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1013,../Data/Train/BL3-4-DL\slice00680 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1014,../Data/Train/BL3-4-DL\slice00680 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1015,../Data/Train/BL3-4-DL\slice00680 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1016,../Data/Train/BL3-4-DL\slice00680 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1017,../Data/Train/BL3-4-DL\slice00680 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1018,../Data/Train/BL3-4-DL\slice00690 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1019,../Data/Train/BL3-4-DL\slice00690 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1020,../Data/Train/BL3-4-DL\slice00690 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1021,../Data/Train/BL3-4-DL\slice00690 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1022,../Data/Train/BL3-4-DL\slice00690 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1023,../Data/Train/BL3-4-DL\slice00700 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1024,../Data/Train/BL3-4-DL\slice00700 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1025,../Data/Train/BL3-4-DL\slice00700 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1026,../Data/Train/BL3-4-DL\slice00700 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1027,../Data/Train/BL3-4-DL\slice00700 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1028,../Data/Train/BL3-4-DL\slice00710 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1029,../Data/Train/BL3-4-DL\slice00710 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1030,../Data/Train/BL3-4-DL\slice00710 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1031,../Data/Train/BL3-4-DL\slice00710 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1032,../Data/Train/BL3-4-DL\slice00710 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1033,../Data/Train/BL3-4-DL\slice00720 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1034,../Data/Train/BL3-4-DL\slice00720 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1035,../Data/Train/BL3-4-DL\slice00720 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1036,../Data/Train/BL3-4-DL\slice00720 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1037,../Data/Train/BL3-4-DL\slice00720 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1038,../Data/Train/BL3-4-DL\slice00730 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1039,../Data/Train/BL3-4-DL\slice00730 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1040,../Data/Train/BL3-4-DL\slice00730 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1041,../Data/Train/BL3-4-DL\slice00730 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1042,../Data/Train/BL3-4-DL\slice00730 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1043,../Data/Train/BL3-4-DL\slice00740 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1044,../Data/Train/BL3-4-DL\slice00740 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1045,../Data/Train/BL3-4-DL\slice00740 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1046,../Data/Train/BL3-4-DL\slice00740 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1047,../Data/Train/BL3-4-DL\slice00740 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1048,../Data/Train/BL3-4-DL\slice00750 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1049,../Data/Train/BL3-4-DL\slice00750 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1050,../Data/Train/BL3-4-DL\slice00750 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1051,../Data/Train/BL3-4-DL\slice00750 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1052,../Data/Train/BL3-4-DL\slice00750 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1053,../Data/Train/BL3-4-DL\slice00750 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1054,../Data/Train/BL3-4-DL\slice00760 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1055,../Data/Train/BL3-4-DL\slice00760 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1056,../Data/Train/BL3-4-DL\slice00760 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1057,../Data/Train/BL3-4-DL\slice00760 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1058,../Data/Train/BL3-4-DL\slice00760 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1059,../Data/Train/BL3-4-DL\slice00760 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1060,../Data/Train/BL3-4-DL\slice00770 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1061,../Data/Train/BL3-4-DL\slice00770 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1062,../Data/Train/BL3-4-DL\slice00770 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1063,../Data/Train/BL3-4-DL\slice00770 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1064,../Data/Train/BL3-4-DL\slice00780 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1065,../Data/Train/BL3-4-DL\slice00780 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1066,../Data/Train/BL3-4-DL\slice00780 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1067,../Data/Train/BL3-4-DL\slice00780 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1068,../Data/Train/BL3-4-DL\slice00790 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1069,../Data/Train/BL3-4-DL\slice00790 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1070,../Data/Train/BL3-4-DL\slice00790 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1071,../Data/Train/BL3-4-DL\slice00790 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1072,../Data/Train/BL3-4-DL\slice00800 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1073,../Data/Train/BL3-4-DL\slice00800 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1074,../Data/Train/BL3-4-DL\slice00800 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1075,../Data/Train/BL3-4-DL\slice00800 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1076,../Data/Train/BL3-4-DL\slice00800 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1077,../Data/Train/BL3-4-DL\slice00810 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1078,../Data/Train/BL3-4-DL\slice00810 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1079,../Data/Train/BL3-4-DL\slice00810 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1080,../Data/Train/BL3-4-DL\slice00810 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1081,../Data/Train/BL3-4-DL\slice00810 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1082,../Data/Train/BL3-4-DL\slice00810 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1083,../Data/Train/BL3-4-DL\slice00820 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1084,../Data/Train/BL3-4-DL\slice00820 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1085,../Data/Train/BL3-4-DL\slice00820 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1086,../Data/Train/BL3-4-DL\slice00820 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1087,../Data/Train/BL3-4-DL\slice00820 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1088,../Data/Train/BL3-4-DL\slice00820 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1089,../Data/Train/BL3-4-DL\slice00830 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1090,../Data/Train/BL3-4-DL\slice00830 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1091,../Data/Train/BL3-4-DL\slice00830 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1092,../Data/Train/BL3-4-DL\slice00830 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1093,../Data/Train/BL3-4-DL\slice00830 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1094,../Data/Train/BL3-4-DL\slice00830 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1095,../Data/Train/BL3-4-DL\slice00840 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1096,../Data/Train/BL3-4-DL\slice00840 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1097,../Data/Train/BL3-4-DL\slice00840 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1098,../Data/Train/BL3-4-DL\slice00840 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1099,../Data/Train/BL3-4-DL\slice00840 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1100,../Data/Train/BL3-4-DL\slice00840 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1101,../Data/Train/BL3-4-DL\slice00850 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1102,../Data/Train/BL3-4-DL\slice00850 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1103,../Data/Train/BL3-4-DL\slice00850 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1104,../Data/Train/BL3-4-DL\slice00850 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1105,../Data/Train/BL3-4-DL\slice00850 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1106,../Data/Train/BL3-4-DL\slice00850 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1107,../Data/Train/BL3-4-DL\slice00860 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1108,../Data/Train/BL3-4-DL\slice00860 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1109,../Data/Train/BL3-4-DL\slice00860 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1110,../Data/Train/BL3-4-DL\slice00860 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1111,../Data/Train/BL3-4-DL\slice00860 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1112,../Data/Train/BL3-4-DL\slice00860 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1113,../Data/Train/BL3-4-DL\slice00870 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1114,../Data/Train/BL3-4-DL\slice00870 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1115,../Data/Train/BL3-4-DL\slice00870 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1116,../Data/Train/BL3-4-DL\slice00870 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1117,../Data/Train/BL3-4-DL\slice00870 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1118,../Data/Train/BL3-4-DL\slice00870 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1119,../Data/Train/BL3-4-DL\slice00880 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1120,../Data/Train/BL3-4-DL\slice00880 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1121,../Data/Train/BL3-4-DL\slice00880 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1122,../Data/Train/BL3-4-DL\slice00880 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1123,../Data/Train/BL3-4-DL\slice00880 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1124,../Data/Train/BL3-4-DL\slice00880 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1125,../Data/Train/BL3-4-DL\slice00890 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1126,../Data/Train/BL3-4-DL\slice00890 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1127,../Data/Train/BL3-4-DL\slice00890 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1128,../Data/Train/BL3-4-DL\slice00890 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1129,../Data/Train/BL3-4-DL\slice00890 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1130,../Data/Train/BL3-4-DL\slice00890 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1131,../Data/Train/BL3-4-DL\slice00900 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1132,../Data/Train/BL3-4-DL\slice00900 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1133,../Data/Train/BL3-4-DL\slice00900 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1134,../Data/Train/BL3-4-DL\slice00900 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1135,../Data/Train/BL3-4-DL\slice00900 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1136,../Data/Train/BL3-4-DL\slice00910 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1137,../Data/Train/BL3-4-DL\slice00910 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1138,../Data/Train/BL3-4-DL\slice00910 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1139,../Data/Train/BL3-4-DL\slice00910 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1140,../Data/Train/BL3-4-DL\slice00910 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1141,../Data/Train/BL3-4-DL\slice00920 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1142,../Data/Train/BL3-4-DL\slice00920 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1143,../Data/Train/BL3-4-DL\slice00920 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1144,../Data/Train/BL3-4-DL\slice00920 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1145,../Data/Train/BL3-4-DL\slice00920 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1146,../Data/Train/BL3-4-DL\slice00920 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1147,../Data/Train/BL3-4-DL\slice00930 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1148,../Data/Train/BL3-4-DL\slice00930 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1149,../Data/Train/BL3-4-DL\slice00930 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1150,../Data/Train/BL3-4-DL\slice00930 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1151,../Data/Train/BL3-4-DL\slice00930 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1152,../Data/Train/BL3-4-DL\slice00930 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1153,../Data/Train/BL3-4-DL\slice00940 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1154,../Data/Train/BL3-4-DL\slice00940 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1155,../Data/Train/BL3-4-DL\slice00940 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1156,../Data/Train/BL3-4-DL\slice00940 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1157,../Data/Train/BL3-4-DL\slice00940 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1158,../Data/Train/BL3-4-DL\slice00940 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1159,../Data/Train/BL3-4-DL\slice00950 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1160,../Data/Train/BL3-4-DL\slice00950 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1161,../Data/Train/BL3-4-DL\slice00950 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1162,../Data/Train/BL3-4-DL\slice00950 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1163,../Data/Train/BL3-4-DL\slice00950 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1164,../Data/Train/BL3-4-DL\slice00950 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1165,../Data/Train/BL3-4-DL\slice00960 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1166,../Data/Train/BL3-4-DL\slice00960 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1167,../Data/Train/BL3-4-DL\slice00960 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1168,../Data/Train/BL3-4-DL\slice00960 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1169,../Data/Train/BL3-4-DL\slice00960 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1170,../Data/Train/BL3-4-DL\slice00960 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1171,../Data/Train/BL3-4-DL\slice00970 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1172,../Data/Train/BL3-4-DL\slice00970 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1173,../Data/Train/BL3-4-DL\slice00970 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1174,../Data/Train/BL3-4-DL\slice00970 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1175,../Data/Train/BL3-4-DL\slice00970 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1176,../Data/Train/BL3-4-DL\slice00970 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1177,../Data/Train/BL3-4-DL\slice00980 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1178,../Data/Train/BL3-4-DL\slice00980 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1179,../Data/Train/BL3-4-DL\slice00980 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1180,../Data/Train/BL3-4-DL\slice00980 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1181,../Data/Train/BL3-4-DL\slice00980 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1182,../Data/Train/BL3-4-DL\slice00980 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1183,../Data/Train/BL3-4-DL\slice00990 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1184,../Data/Train/BL3-4-DL\slice00990 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1185,../Data/Train/BL3-4-DL\slice00990 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1186,../Data/Train/BL3-4-DL\slice00990 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1187,../Data/Train/BL3-4-DL\slice00990 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1188,../Data/Train/BL3-4-DL\slice00990 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1189,../Data/Train/BL3-4-DL\slice01000 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
1190,../Data/Train/BL3-4-DL\slice01000 (2020_05_17 16_28_34 UTC)_bbox_raw_2.png,0
1191,../Data/Train/BL3-4-DL\slice01000 (2020_05_17 16_28_34 UTC)_bbox_raw_3.png,0
1192,../Data/Train/BL3-4-DL\slice01000 (2020_05_17 16_28_34 UTC)_bbox_raw_4.png,0
1193,../Data/Train/BL3-4-DL\slice01000 (2020_05_17 16_28_34 UTC)_bbox_raw_5.png,0
1194,../Data/Train/BL3-4-DL\slice01000 (2020_05_17 16_28_34 UTC)_bbox_raw_6.png,0
1195,../Data/Train/BL3-4-DL\slice01010 (2020_05_17 16_28_34 UTC)_bbox_raw_1.png,0
