,path,image_name,rock_type,scan_name,label_assigned,area,centroid,bbox,bbox_rect
2315,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00815_2.png,MS-DB-Geo01-1_slice00815_2,1,slice00815,2,7952,"(49.723465794768615, 55.003143863179076)","[278, 397, 387, 507]","[[450, 398], [383, 324], [456, 257], [523, 331]]"
2316,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00815_3.png,MS-DB-Geo01-1_slice00815_3,1,slice00815,3,26649,"(124.06608127884724, 77.47652819993246)","[368, 285, 634, 427]","[[320, 648], [277, 378], [404, 358], [447, 628]]"
2317,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00815_4.png,MS-DB-Geo01-1_slice00815_4,1,slice00815,4,55961,"(186.1926162863423, 171.1989778595808)","[443, 430, 775, 772]","[[693, 828], [341, 581], [450, 426], [802, 673]]"
2318,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00815_5.png,MS-DB-Geo01-1_slice00815_5,1,slice00815,5,10289,"(101.97055107396248, 36.306346583730196)","[493, 65, 703, 137]","[[89, 705], [54, 498], [119, 487], [154, 694]]"
2319,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00815_6.png,MS-DB-Geo01-1_slice00815_6,1,slice00815,6,34427,"(144.3875737066837, 94.39718825340576)","[502, 166, 779, 354]","[[230, 805], [146, 523], [292, 480], [376, 762]]"
2320,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00815_7.png,MS-DB-Geo01-1_slice00815_7,1,slice00815,7,45921,"(86.43773001459027, 169.39700790488013)","[780, 365, 968, 721]","[[368, 974], [354, 795], [713, 766], [727, 945]]"
2321,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00825_0.png,MS-DB-Geo01-1_slice00825_0,1,slice00825,0,19205,"(56.769278833637074, 137.3838583702161)","[89, 379, 220, 635]","[[618, 224], [367, 147], [395, 54], [647, 131]]"
2322,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00825_1.png,MS-DB-Geo01-1_slice00825_1,1,slice00825,1,23877,"(109.06780583825439, 80.41609079867655)","[231, 111, 462, 296]","[[162, 481], [67, 421], [213, 187], [309, 247]]"
2323,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00825_2.png,MS-DB-Geo01-1_slice00825_2,1,slice00825,2,4273,"(39.01684998829862, 39.21881582026679)","[285, 402, 379, 481]","[[434, 381], [396, 305], [458, 274], [496, 350]]"
2324,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00825_3.png,MS-DB-Geo01-1_slice00825_3,1,slice00825,3,31951,"(140.43726330944259, 89.49438202247191)","[372, 270, 679, 439]","[[352, 702], [252, 387], [387, 344], [487, 659]]"
2325,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00825_4.png,MS-DB-Geo01-1_slice00825_4,1,slice00825,4,52555,"(175.97573970126535, 165.9560270193131)","[452, 437, 765, 769]","[[693, 817], [353, 592], [456, 436], [797, 661]]"
2326,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00825_5.png,MS-DB-Geo01-1_slice00825_5,1,slice00825,5,8954,"(91.73453205271387, 34.33683270046907)","[498, 62, 694, 128]","[[83, 695], [53, 503], [113, 493], [143, 686]]"
2327,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00825_6.png,MS-DB-Geo01-1_slice00825_6,1,slice00825,6,27469,"(128.4882230878445, 86.71163857439295)","[519, 169, 765, 341]","[[231, 788], [153, 540], [280, 500], [358, 749]]"
2328,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00825_7.png,MS-DB-Geo01-1_slice00825_7,1,slice00825,7,38609,"(80.9302494237095, 159.64699940428397)","[778, 385, 953, 715]","[[399, 980], [355, 824], [682, 732], [725, 888]]"
2329,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00835_0.png,MS-DB-Geo01-1_slice00835_0,1,slice00835,0,17034,"(52.24010801925561, 130.6421862158037)","[91, 380, 208, 630]","[[609, 216], [371, 149], [395, 63], [634, 130]]"
2330,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00835_2.png,MS-DB-Geo01-1_slice00835_2,1,slice00835,2,23803,"(106.34302398857287, 79.46368104860731)","[240, 113, 470, 298]","[[160, 490], [63, 427], [215, 193], [312, 256]]"
2331,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00835_3.png,MS-DB-Geo01-1_slice00835_3,1,slice00835,3,1193,"(19.25481978206203, 20.564962279966473)","[295, 410, 340, 452]","[[426, 342], [407, 304], [441, 287], [460, 325]]"
2332,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00835_4.png,MS-DB-Geo01-1_slice00835_4,1,slice00835,4,37608,"(152.41267815358435, 102.91820889172517)","[384, 256, 729, 452]","[[365, 753], [233, 405], [379, 350], [511, 697]]"
2333,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00835_5.png,MS-DB-Geo01-1_slice00835_5,1,slice00835,5,49346,"(173.8152636485227, 162.896283386698)","[452, 442, 761, 765]","[[669, 816], [368, 545], [491, 409], [791, 679]]"
2334,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00835_6.png,MS-DB-Geo01-1_slice00835_6,1,slice00835,6,7819,"(85.63652641002686, 33.815065865200154)","[504, 59, 689, 121]","[[80, 691], [52, 509], [109, 500], [138, 682]]"
2335,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00835_7.png,MS-DB-Geo01-1_slice00835_7,1,slice00835,7,20399,"(108.68537673415364, 76.33501642237364)","[539, 174, 752, 325]","[[234, 774], [161, 557], [270, 521], [342, 738]]"
2336,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00835_8.png,MS-DB-Geo01-1_slice00835_8,1,slice00835,8,28772,"(70.91317948005005, 134.44303489503685)","[780, 417, 940, 705]","[[438, 950], [401, 815], [679, 740], [715, 876]]"
2337,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00845_0.png,MS-DB-Geo01-1_slice00845_0,1,slice00845,0,15668,"(48.2630201684963, 122.58877967832525)","[93, 387, 204, 623]","[[603, 213], [377, 146], [402, 63], [628, 130]]"
2338,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00845_2.png,MS-DB-Geo01-1_slice00845_2,1,slice00845,2,23398,"(104.489785451748, 78.91204376442431)","[249, 114, 478, 300]","[[161, 497], [64, 435], [215, 201], [312, 263]]"
2339,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00845_3.png,MS-DB-Geo01-1_slice00845_3,1,slice00845,3,47372,"(169.57217343578486, 118.97718061302035)","[396, 242, 776, 469]","[[377, 806], [210, 431], [375, 358], [541, 733]]"
2340,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00845_4.png,MS-DB-Geo01-1_slice00845_4,1,slice00845,4,45419,"(163.73590347651864, 165.03188093088795)","[459, 442, 753, 760]","[[674, 802], [375, 549], [489, 414], [788, 666]]"
2341,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00845_5.png,MS-DB-Geo01-1_slice00845_5,1,slice00845,5,6735,"(73.99717891610987, 31.248552338530068)","[515, 58, 679, 116]","[[76, 681], [53, 520], [106, 512], [130, 673]]"
2342,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00845_6.png,MS-DB-Geo01-1_slice00845_6,1,slice00845,6,13433,"(83.79818357775628, 62.24089927789772)","[559, 181, 731, 304]","[[246, 748], [163, 583], [247, 542], [329, 707]]"
2343,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00845_7.png,MS-DB-Geo01-1_slice00845_7,1,slice00845,7,22083,"(65.80260834125798, 123.26472852420414)","[781, 444, 920, 691]","[[453, 923], [438, 796], [683, 769], [697, 896]]"
2344,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00855_0.png,MS-DB-Geo01-1_slice00855_0,1,slice00855,0,13691,"(45.51647067416551, 106.23745526258126)","[95, 403, 197, 615]","[[594, 210], [391, 144], [418, 62], [620, 128]]"
2345,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00855_1.png,MS-DB-Geo01-1_slice00855_1,1,slice00855,1,22442,"(101.78816504767846, 76.92674449692541)","[259, 116, 485, 301]","[[162, 502], [66, 441], [213, 209], [310, 270]]"
2346,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00855_2.png,MS-DB-Geo01-1_slice00855_2,1,slice00855,2,3263,"(38.758810910205334, 37.3512105424456)","[376, 340, 460, 415]","[[382, 462], [335, 385], [372, 362], [419, 440]]"
2347,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00855_3.png,MS-DB-Geo01-1_slice00855_3,1,slice00855,3,57083,"(179.75873727729797, 137.72622321882173)","[411, 224, 814, 474]","[[423, 831], [176, 481], [343, 364], [589, 714]]"
2348,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00855_4.png,MS-DB-Geo01-1_slice00855_4,1,slice00855,4,41715,"(158.34208318350713, 157.82838307563227)","[459, 450, 742, 756]","[[698, 782], [379, 593], [466, 446], [785, 635]]"
2349,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00855_5.png,MS-DB-Geo01-1_slice00855_5,1,slice00855,5,5410,"(65.80646950092421, 27.744547134935306)","[522, 57, 667, 109]","[[72, 668], [54, 526], [101, 520], [119, 662]]"
2350,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00855_6.png,MS-DB-Geo01-1_slice00855_6,1,slice00855,6,7056,"(60.708475056689345, 44.59311224489796)","[573, 188, 700, 277]","[[218, 711], [179, 584], [245, 564], [284, 690]]"
2351,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00855_9.png,MS-DB-Geo01-1_slice00855_9,1,slice00855,9,16448,"(55.12311527237354, 108.13849708171206)","[790, 461, 905, 680]","[[461, 904], [461, 790], [679, 790], [679, 904]]"
2352,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00865_0.png,MS-DB-Geo01-1_slice00865_0,1,slice00865,0,10496,"(42.24466463414634, 96.1890243902439)","[96, 411, 194, 608]","[[587, 205], [406, 144], [432, 69], [612, 129]]"
2353,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00865_1.png,MS-DB-Geo01-1_slice00865_1,1,slice00865,1,21624,"(100.55378283388828, 75.90899001109878)","[267, 118, 489, 303]","[[164, 506], [69, 445], [215, 216], [310, 277]]"
2354,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00865_2.png,MS-DB-Geo01-1_slice00865_2,1,slice00865,2,70818,"(220.14725069897483, 154.07969725211103)","[373, 209, 833, 486]","[[413, 859], [169, 488], [374, 353], [618, 724]]"
2355,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00865_3.png,MS-DB-Geo01-1_slice00865_3,1,slice00865,3,38085,"(147.5208087173428, 148.7643166601024)","[465, 460, 728, 751]","[[697, 771], [392, 591], [476, 450], [780, 630]]"
2356,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00865_4.png,MS-DB-Geo01-1_slice00865_4,1,slice00865,4,3547,"(53.92106005074711, 20.436989004792782)","[540, 61, 655, 103]","[[63, 654], [59, 540], [100, 539], [104, 653]]"
2357,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00865_5.png,MS-DB-Geo01-1_slice00865_5,1,slice00865,5,2640,"(35.510984848484846, 26.914772727272727)","[593, 200, 667, 251]","[[225, 672], [192, 607], [232, 587], [265, 652]]"
2358,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00865_6.png,MS-DB-Geo01-1_slice00865_6,1,slice00865,6,4489,"(37.081087101804414, 54.10692804633549)","[773, 480, 849, 595]","[[517, 875], [472, 830], [553, 748], [598, 793]]"
2359,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00865_7.png,MS-DB-Geo01-1_slice00865_7,1,slice00865,7,5022,"(50.384508164078056, 49.58403026682596)","[795, 575, 890, 668]","[[635, 908], [572, 879], [615, 784], [679, 813]]"
2360,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00865_11.png,MS-DB-Geo01-1_slice00865_11,1,slice00865,11,2209,"(27.884563150746946, 35.295156179266634)","[834, 502, 890, 569]","[[566, 890], [500, 887], [502, 833], [568, 836]]"
2361,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00875_0.png,MS-DB-Geo01-1_slice00875_0,1,slice00875,0,4324,"(38.90448658649399, 58.31151711378353)","[101, 429, 180, 550]","[[541, 187], [419, 134], [440, 86], [562, 139]]"
2362,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00875_1.png,MS-DB-Geo01-1_slice00875_1,1,slice00875,1,21086,"(98.59845395048848, 74.63079768566821)","[275, 121, 493, 304]","[[167, 508], [72, 447], [216, 224], [311, 285]]"
2363,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00875_2.png,MS-DB-Geo01-1_slice00875_2,1,slice00875,2,79700,"(230.2560225846926, 170.40271016311166)","[373, 194, 864, 491]","[[414, 898], [156, 491], [378, 350], [637, 756]]"
2364,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00875_3.png,MS-DB-Geo01-1_slice00875_3,1,slice00875,3,34772,"(139.86799723915794, 136.55156447716553)","[469, 474, 723, 745]","[[698, 761], [407, 598], [485, 459], [776, 622]]"
2365,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00875_4.png,MS-DB-Geo01-1_slice00875_4,1,slice00875,4,2113,"(41.295787979176524, 17.064836725035494)","[554, 61, 639, 97]","[[88, 639], [53, 633], [66, 552], [101, 557]]"
2366,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00875_5.png,MS-DB-Geo01-1_slice00875_5,1,slice00875,5,6024,"(36.78502656042497, 60.644754316069054)","[774, 491, 853, 623]","[[492, 853], [481, 782], [612, 761], [624, 832]]"
2367,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00875_9.png,MS-DB-Geo01-1_slice00875_9,1,slice00875,9,2302,"(33.10686359687229, 31.4005212858384)","[816, 587, 885, 655]","[[613, 894], [576, 872], [620, 801], [656, 824]]"
2368,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00885_0.png,MS-DB-Geo01-1_slice00885_0,1,slice00885,0,2248,"(34.063167259786475, 40.63612099644128)","[107, 444, 172, 526]","[[514, 179], [434, 129], [452, 101], [531, 152]]"
2369,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00885_1.png,MS-DB-Geo01-1_slice00885_1,1,slice00885,1,20545,"(96.50523241664638, 73.89442686785105)","[283, 124, 498, 306]","[[170, 509], [77, 448], [220, 232], [312, 293]]"
2370,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00885_2.png,MS-DB-Geo01-1_slice00885_2,1,slice00885,2,86957,"(239.42295617374106, 185.6101751440367)","[370, 178, 871, 493]","[[405, 909], [144, 496], [377, 348], [638, 762]]"
2371,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00885_3.png,MS-DB-Geo01-1_slice00885_3,1,slice00885,3,32498,"(135.30066465628653, 133.37199212259216)","[471, 479, 717, 741]","[[696, 752], [415, 598], [490, 462], [770, 616]]"
2372,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00885_5.png,MS-DB-Geo01-1_slice00885_5,1,slice00885,5,6697,"(57.863968941317005, 51.57816932955055)","[767, 516, 876, 621]","[[566, 902], [495, 807], [563, 756], [634, 852]]"
2373,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00895_1.png,MS-DB-Geo01-1_slice00895_1,1,slice00895,1,21048,"(93.7687666286583, 76.19721588749525)","[291, 127, 502, 309]","[[179, 516], [81, 453], [219, 240], [317, 303]]"
2374,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00895_2.png,MS-DB-Geo01-1_slice00895_2,1,slice00895,2,92674,"(243.26817661911647, 192.48284308436024)","[372, 163, 878, 495]","[[402, 921], [125, 528], [375, 351], [652, 743]]"
2375,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00895_3.png,MS-DB-Geo01-1_slice00895_3,1,slice00895,3,29645,"(126.2828132906055, 127.5907572946534)","[477, 486, 709, 735]","[[691, 741], [425, 593], [497, 464], [763, 611]]"
2376,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00895_5.png,MS-DB-Geo01-1_slice00895_5,1,slice00895,5,6298,"(50.29469672912035, 48.45871705303271)","[771, 523, 881, 619]","[[583, 887], [507, 800], [565, 749], [641, 836]]"
2377,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00905_0.png,MS-DB-Geo01-1_slice00905_0,1,slice00905,0,21249,"(89.55033178031907, 77.67080803802531)","[301, 129, 505, 311]","[[173, 517], [78, 444], [230, 246], [325, 320]]"
2378,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00905_1.png,MS-DB-Geo01-1_slice00905_1,1,slice00905,1,94568,"(241.74611919465357, 198.97206243126638)","[380, 149, 885, 496]","[[390, 928], [119, 535], [384, 352], [655, 745]]"
2379,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00905_2.png,MS-DB-Geo01-1_slice00905_2,1,slice00905,2,26103,"(119.75148450369689, 121.61939240700303)","[479, 493, 698, 729]","[[688, 729], [438, 595], [505, 469], [755, 603]]"
2380,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00905_3.png,MS-DB-Geo01-1_slice00905_3,1,slice00905,3,4902,"(42.574255405956755, 50.69706242350061)","[776, 526, 857, 630]","[[580, 885], [519, 803], [576, 761], [637, 843]]"
2381,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00915_0.png,MS-DB-Geo01-1_slice00915_0,1,slice00915,0,20937,"(87.80001910493385, 77.66384868892392)","[308, 132, 508, 312]","[[177, 520], [82, 446], [232, 253], [327, 327]]"
2382,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00915_1.png,MS-DB-Geo01-1_slice00915_1,1,slice00915,1,93221,"(237.07888780425012, 198.8298666609455)","[394, 138, 889, 492]","[[385, 933], [104, 564], [379, 355], [660, 724]]"
2383,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00915_2.png,MS-DB-Geo01-1_slice00915_2,1,slice00915,2,22297,"(112.08409203031798, 114.47827061936583)","[482, 502, 684, 722]","[[687, 715], [450, 592], [510, 474], [748, 597]]"
2384,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00915_3.png,MS-DB-Geo01-1_slice00915_3,1,slice00915,3,4137,"(34.74256707759246, 45.30360164370317)","[779, 540, 849, 632]","[[621, 860], [534, 825], [556, 770], [643, 805]]"
2385,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00925_0.png,MS-DB-Geo01-1_slice00925_0,1,slice00925,0,20440,"(85.8839530332681, 78.28307240704501)","[315, 134, 509, 314]","[[180, 522], [86, 447], [236, 261], [329, 336]]"
2386,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00925_1.png,MS-DB-Geo01-1_slice00925_1,1,slice00925,1,26091,"(87.10612855007474, 102.55126288758576)","[409, 266, 595, 476]","[[378, 619], [237, 490], [352, 364], [493, 494]]"
2387,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00925_2.png,MS-DB-Geo01-1_slice00925_2,1,slice00925,2,18398,"(105.11028372649201, 108.4645613653658)","[485, 511, 669, 717]","[[681, 702], [463, 585], [520, 478], [738, 595]]"
2388,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00925_3.png,MS-DB-Geo01-1_slice00925_3,1,slice00925,3,58500,"(165.18758974358974, 184.50529914529915)","[542, 129, 891, 486]","[[356, 943], [100, 579], [259, 466], [516, 830]]"
2389,./train/cuttings_padded_128/MS-DB-Geo01-1_slice00925_4.png,MS-DB-Geo01-1_slice00925_4,1,slice00925,4,2023,"(27.21107266435986, 30.706376668314384)","[784, 555, 838, 617]","[[604, 845], [549, 812], [570, 775], [626, 808]]"
2390,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00182_0.png,MS-DB-Geo01-2_slice00182_0,1,slice00182,0,61442,"(104.61378210344715, 231.53053286025846)","[78, 420, 299, 861]","[[831, 341], [386, 182], [451, 1], [896, 160]]"
2391,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00182_1.png,MS-DB-Geo01-2_slice00182_1,1,slice00182,1,1096,"(22.822992700729927, 18.056569343065693)","[100, 412, 145, 452]","[[431, 151], [405, 108], [428, 95], [453, 137]]"
2392,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00182_2.png,MS-DB-Geo01-2_slice00182_2,1,slice00182,2,43086,"(109.38174813164369, 148.91393956273498)","[213, 168, 452, 465]","[[368, 521], [165, 444], [273, 160], [476, 238]]"
2393,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00182_3.png,MS-DB-Geo01-2_slice00182_3,1,slice00182,3,44197,"(141.36226440708646, 150.93922664434237)","[296, 566, 556, 865]","[[613, 600], [533, 459], [839, 287], [918, 428]]"
2394,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00182_4.png,MS-DB-Geo01-2_slice00182_4,1,slice00182,4,77973,"(166.46931630179677, 175.5810216356944)","[389, 222, 745, 559]","[[447, 764], [188, 617], [354, 323], [613, 470]]"
2395,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00182_5.png,MS-DB-Geo01-2_slice00182_5,1,slice00182,5,4140,"(31.518599033816425, 43.01014492753623)","[468, 159, 539, 251]","[[182, 544], [152, 484], [228, 446], [258, 506]]"
2396,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00182_6.png,MS-DB-Geo01-2_slice00182_6,1,slice00182,6,90815,"(199.3790563232946, 258.2921764025767)","[525, 396, 940, 875]","[[408, 955], [313, 751], [839, 507], [934, 711]]"
2397,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00192_0.png,MS-DB-Geo01-2_slice00192_0,1,slice00192,0,64399,"(102.06633643379556, 238.48738334446188)","[80, 405, 298, 863]","[[837, 336], [378, 190], [436, 6], [895, 152]]"
2398,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00192_1.png,MS-DB-Geo01-2_slice00192_1,1,slice00192,1,46643,"(114.06858478228244, 156.70456445768926)","[203, 162, 450, 467]","[[174, 469], [98, 280], [422, 151], [497, 340]]"
2399,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00192_2.png,MS-DB-Geo01-2_slice00192_2,1,slice00192,2,45833,"(141.6850958916065, 157.6724412541182)","[295, 558, 553, 867]","[[610, 601], [529, 461], [839, 283], [919, 423]]"
2400,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00192_3.png,MS-DB-Geo01-2_slice00192_3,1,slice00192,3,78159,"(167.8246906946097, 174.52842283038422)","[386, 222, 743, 558]","[[454, 759], [185, 643], [324, 322], [593, 439]]"
2401,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00192_4.png,MS-DB-Geo01-2_slice00192_4,1,slice00192,4,5103,"(31.13697824808936, 46.184205369390554)","[466, 152, 542, 254]","[[176, 546], [144, 481], [230, 437], [263, 502]]"
2402,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00192_5.png,MS-DB-Geo01-2_slice00192_5,1,slice00192,5,89494,"(197.8725501150915, 257.5248508279885)","[523, 393, 937, 867]","[[405, 952], [310, 748], [830, 505], [926, 709]]"
2403,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00202_0.png,MS-DB-Geo01-2_slice00202_0,1,slice00202,0,65438,"(101.60498487117577, 240.42563953666067)","[81, 399, 298, 863]","[[844, 326], [373, 210], [419, 22], [890, 137]]"
2404,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00202_1.png,MS-DB-Geo01-2_slice00202_1,1,slice00202,1,49535,"(121.19840516806299, 167.55221560512769)","[189, 151, 449, 476]","[[161, 462], [91, 270], [429, 148], [498, 340]]"
2405,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00202_2.png,MS-DB-Geo01-2_slice00202_2,1,slice00202,2,46832,"(140.49784335497097, 162.1914716433208)","[294, 554, 551, 869]","[[607, 601], [526, 460], [842, 279], [923, 419]]"
2406,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00202_3.png,MS-DB-Geo01-2_slice00202_3,1,slice00202,3,77025,"(167.70249918857513, 176.0944888023369)","[386, 221, 744, 563]","[[450, 760], [181, 644], [322, 318], [591, 433]]"
2407,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00202_4.png,MS-DB-Geo01-2_slice00202_4,1,slice00202,4,6200,"(33.0108064516129, 53.744193548387095)","[461, 143, 539, 265]","[[166, 547], [134, 479], [243, 428], [275, 497]]"
2408,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00202_5.png,MS-DB-Geo01-2_slice00202_5,1,slice00202,5,88152,"(192.93746029585262, 257.44532171703423)","[524, 389, 934, 857]","[[400, 947], [305, 743], [823, 502], [918, 706]]"
2409,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00212_0.png,MS-DB-Geo01-2_slice00212_0,1,slice00212,0,65398,"(103.08588947674241, 245.30944371387505)","[80, 391, 298, 861]","[[829, 342], [366, 181], [430, 0], [892, 159]]"
2410,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00212_1.png,MS-DB-Geo01-2_slice00212_1,1,slice00212,1,52383,"(125.07695244640436, 176.92909913521564)","[181, 137, 451, 478]","[[145, 464], [74, 270], [430, 138], [502, 332]]"
2411,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00212_2.png,MS-DB-Geo01-2_slice00212_2,1,slice00212,2,47605,"(138.86261947274446, 164.05587648356266)","[294, 553, 549, 872]","[[606, 604], [523, 461], [845, 274], [928, 418]]"
2412,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00212_3.png,MS-DB-Geo01-2_slice00212_3,1,slice00212,3,75676,"(165.03051165495006, 171.82491146466515)","[390, 227, 743, 557]","[[449, 761], [185, 652], [324, 318], [588, 427]]"
2413,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00212_4.png,MS-DB-Geo01-2_slice00212_4,1,slice00212,4,7769,"(36.31895996910799, 57.65671257562106)","[454, 139, 541, 278]","[[142, 541], [136, 458], [275, 446], [282, 529]]"
2414,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00212_5.png,MS-DB-Geo01-2_slice00212_5,1,slice00212,5,87820,"(186.1025051241175, 253.82012070143475)","[525, 387, 930, 848]","[[393, 934], [298, 717], [812, 492], [907, 709]]"
2415,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00222_0.png,MS-DB-Geo01-2_slice00222_0,1,slice00222,0,64396,"(103.57168147089881, 244.34752158519163)","[80, 390, 297, 858]","[[835, 331], [363, 200], [415, 14], [887, 145]]"
2416,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00222_1.png,MS-DB-Geo01-2_slice00222_1,1,slice00222,1,54320,"(129.75393961708394, 183.95066273932252)","[173, 124, 457, 478]","[[129, 457], [64, 261], [439, 137], [504, 333]]"
2417,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00222_2.png,MS-DB-Geo01-2_slice00222_2,1,slice00222,2,48226,"(136.78640152614773, 166.07361174470202)","[294, 553, 547, 874]","[[608, 606], [523, 460], [846, 270], [932, 417]]"
2418,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00222_3.png,MS-DB-Geo01-2_slice00222_3,1,slice00222,3,73316,"(165.14127884772765, 165.50173222761742)","[392, 233, 739, 547]","[[454, 759], [192, 656], [322, 322], [584, 425]]"
2419,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00222_4.png,MS-DB-Geo01-2_slice00222_4,1,slice00222,4,8839,"(40.08632198212467, 64.3188143455142)","[445, 133, 542, 282]","[[139, 544], [114, 469], [267, 418], [292, 493]]"
2420,./train/cuttings_padded_128/MS-DB-Geo01-2_slice00222_5.png,MS-DB-Geo01-2_slice00222_5,1,slice00222,5,86766,"(178.55472189567342, 248.42729871147685)","[527, 385, 926, 836]","[[390, 929], [294, 709], [793, 490], [889, 710]]"
